name,source,category,path,skill_md,description
configure-ecc,everything-cc,,everything-cc/configure-ecc,everything-cc/configure-ecc/SKILL.md,"Interactive installer for Everything Claude Code — guides users through selecting and installing skills and rules to user-level or project-level directories, verifies paths, and optionally optimizes installed files."
connections-optimizer,everything-cc,,everything-cc/connections-optimizer,everything-cc/connections-optimizer/SKILL.md,"Reorganize the user's X and LinkedIn network with review-first pruning, add/follow recommendations, and channel-specific warm outreach drafted in the user's real voice. Use when the user wants to clean up following lists, grow toward current priorities, or rebalance a social graph around higher-sign"
content-engine,everything-cc,,everything-cc/content-engine,everything-cc/content-engine/SKILL.md,"Create platform-native content systems for X, LinkedIn, TikTok, YouTube, newsletters, and repurposed multi-platform campaigns. Use when the user wants social posts, threads, scripts, content calendars, or one source asset adapted cleanly across platforms."
content-hash-cache-pattern,everything-cc,,everything-cc/content-hash-cache-pattern,everything-cc/content-hash-cache-pattern/SKILL.md,"Cache expensive file processing results using SHA-256 content hashes — path-independent, auto-invalidating, with service layer separation."
context-budget,everything-cc,,everything-cc/context-budget,everything-cc/context-budget/SKILL.md,"Audits Claude Code context window consumption across agents, skills, MCP servers, and rules. Identifies bloat, redundant components, and produces prioritized token-savings recommendations."
continuous-agent-loop,everything-cc,,everything-cc/continuous-agent-loop,everything-cc/continuous-agent-loop/SKILL.md,"Patterns for continuous autonomous agent loops with quality gates, evals, and recovery controls."
continuous-learning,everything-cc,,everything-cc/continuous-learning,everything-cc/continuous-learning/SKILL.md,Automatically extract reusable patterns from Claude Code sessions and save them as learned skills for future use.
continuous-learning-v2,everything-cc,,everything-cc/continuous-learning-v2,everything-cc/continuous-learning-v2/SKILL.md,"Instinct-based learning system that observes sessions via hooks, creates atomic instincts with confidence scoring, and evolves them into skills/commands/agents. v2.1 adds project-scoped instincts to prevent cross-project contamination."
cost-aware-llm-pipeline,everything-cc,,everything-cc/cost-aware-llm-pipeline,everything-cc/cost-aware-llm-pipeline/SKILL.md,"Cost optimization patterns for LLM API usage — model routing by task complexity, budget tracking, retry logic, and prompt caching."
council,everything-cc,,everything-cc/council,everything-cc/council/SKILL.md,"Convene a four-voice council for ambiguous decisions, tradeoffs, and go/no-go calls. Use when multiple valid paths exist and you need structured disagreement before choosing."
cpp-coding-standards,everything-cc,,everything-cc/cpp-coding-standards,everything-cc/cpp-coding-standards/SKILL.md,"C++ coding standards based on the C++ Core Guidelines (isocpp.github.io). Use when writing, reviewing, or refactoring C++ code to enforce modern, safe, and idiomatic practices."
cpp-testing,everything-cc,,everything-cc/cpp-testing,everything-cc/cpp-testing/SKILL.md,"Use only when writing/updating/fixing C++ tests, configuring GoogleTest/CTest, diagnosing failing or flaky tests, or adding coverage/sanitizers."
crosspost,everything-cc,,everything-cc/crosspost,everything-cc/crosspost/SKILL.md,"Multi-platform content distribution across X, LinkedIn, Threads, and Bluesky. Adapts content per platform using content-engine patterns. Never posts identical content cross-platform. Use when the user wants to distribute content across social platforms."
csharp-testing,everything-cc,,everything-cc/csharp-testing,everything-cc/csharp-testing/SKILL.md,"C# and .NET testing patterns with xUnit, FluentAssertions, mocking, integration tests, and test organization best practices."
customer-billing-ops,everything-cc,,everything-cc/customer-billing-ops,everything-cc/customer-billing-ops/SKILL.md,"Operate customer billing workflows such as subscriptions, refunds, churn triage, billing-portal recovery, and plan analysis using connected billing tools like Stripe. Use when the user needs to help a customer, inspect subscription state, or manage revenue-impacting billing operations."
customs-trade-compliance,everything-cc,,everything-cc/customs-trade-compliance,everything-cc/customs-trade-compliance/SKILL.md,"> Codified expertise for customs documentation, tariff classification, duty optimization, restricted party screening, and regulatory compliance across multiple jurisdictions. Informed by trade compliance specialists with 15+ years experience. Includes HS classification logic, Incoterms application, "
dart-flutter-patterns,everything-cc,,everything-cc/dart-flutter-patterns,everything-cc/dart-flutter-patterns/SKILL.md,"Production-ready Dart and Flutter patterns covering null safety, immutable state, async composition, widget architecture, popular state management frameworks (BLoC, Riverpod, Provider), GoRouter navigation, Dio networking, Freezed code generation, and clean architecture."
dashboard-builder,everything-cc,,everything-cc/dashboard-builder,everything-cc/dashboard-builder/SKILL.md,"Build monitoring dashboards that answer real operator questions for Grafana, SigNoz, and similar platforms. Use when turning metrics into a working dashboard instead of a vanity board."
data-scraper-agent,everything-cc,,everything-cc/data-scraper-agent,everything-cc/data-scraper-agent/SKILL.md,"Build a fully automated AI-powered data collection agent for any public source — job boards, prices, news, GitHub, sports, anything. Scrapes on a schedule, enriches data with a free LLM (Gemini Flash), stores results in Notion/Sheets/Supabase, and learns from user feedback. Runs 100% free on GitHub "
database-migrations,everything-cc,,everything-cc/database-migrations,everything-cc/database-migrations/SKILL.md,"Database migration best practices for schema changes, data migrations, rollbacks, and zero-downtime deployments across PostgreSQL, MySQL, and common ORMs (Prisma, Drizzle, Kysely, Django, TypeORM, golang-migrate)."
deep-research,everything-cc,,everything-cc/deep-research,everything-cc/deep-research/SKILL.md,"Multi-source deep research using firecrawl and exa MCPs. Searches the web, synthesizes findings, and delivers cited reports with source attribution. Use when the user wants thorough research on any topic with evidence and citations."
defi-amm-security,everything-cc,,everything-cc/defi-amm-security,everything-cc/defi-amm-security/SKILL.md,"Security checklist for Solidity AMM contracts, liquidity pools, and swap flows. Covers reentrancy, CEI ordering, donation or inflation attacks, oracle manipulation, slippage, admin controls, and integer math."
deployment-patterns,everything-cc,,everything-cc/deployment-patterns,everything-cc/deployment-patterns/SKILL.md,"Deployment workflows, CI/CD pipeline patterns, Docker containerization, health checks, rollback strategies, and production readiness checklists for web applications."
design-system,everything-cc,,everything-cc/design-system,everything-cc/design-system/SKILL.md,"Use this skill to generate or audit design systems, check visual consistency, and review PRs that touch styling."
django-patterns,everything-cc,,everything-cc/django-patterns,everything-cc/django-patterns/SKILL.md,"Django architecture patterns, REST API design with DRF, ORM best practices, caching, signals, middleware, and production-grade Django apps."
django-security,everything-cc,,everything-cc/django-security,everything-cc/django-security/SKILL.md,"Django security best practices, authentication, authorization, CSRF protection, SQL injection prevention, XSS prevention, and secure deployment configurations."
django-tdd,everything-cc,,everything-cc/django-tdd,everything-cc/django-tdd/SKILL.md,"Django testing strategies with pytest-django, TDD methodology, factory_boy, mocking, coverage, and testing Django REST Framework APIs."
django-verification,everything-cc,,everything-cc/django-verification,everything-cc/django-verification/SKILL.md,"Verification loop for Django projects: migrations, linting, tests with coverage, security scans, and deployment readiness checks before release or PR."
dmux-workflows,everything-cc,,everything-cc/dmux-workflows,everything-cc/dmux-workflows/SKILL.md,"Multi-agent orchestration using dmux (tmux pane manager for AI agents). Patterns for parallel agent workflows across Claude Code, Codex, OpenCode, and other harnesses. Use when running multiple agent sessions in parallel or coordinating multi-agent development workflows."
docker-patterns,everything-cc,,everything-cc/docker-patterns,everything-cc/docker-patterns/SKILL.md,"Docker and Docker Compose patterns for local development, container security, networking, volume strategies, and multi-service orchestration."
documentation-lookup,everything-cc,,everything-cc/documentation-lookup,everything-cc/documentation-lookup/SKILL.md,"Use up-to-date library and framework docs via Context7 MCP instead of training data. Activates for setup questions, API references, code examples, or when the user names a framework (e.g. React, Next.js, Prisma)."
dotnet-patterns,everything-cc,,everything-cc/dotnet-patterns,everything-cc/dotnet-patterns/SKILL.md,"Idiomatic C# and .NET patterns, conventions, dependency injection, async/await, and best practices for building robust, maintainable .NET applications."
e2e-testing,everything-cc,,everything-cc/e2e-testing,everything-cc/e2e-testing/SKILL.md,"Playwright E2E testing patterns, Page Object Model, configuration, CI/CD integration, artifact management, and flaky test strategies."
ecc-tools-cost-audit,everything-cc,,everything-cc/ecc-tools-cost-audit,everything-cc/ecc-tools-cost-audit/SKILL.md,"Evidence-first ECC Tools burn and billing audit workflow. Use when investigating runaway PR creation, quota bypass, premium-model leakage, duplicate jobs, or GitHub App cost spikes in the ECC Tools repo."
email-ops,everything-cc,,everything-cc/email-ops,everything-cc/email-ops/SKILL.md,"Evidence-first mailbox triage, drafting, send verification, and sent-mail-safe follow-up workflow for ECC. Use when the user wants to organize email, draft or send through the real mail surface, or prove what landed in Sent."
energy-procurement,everything-cc,,everything-cc/energy-procurement,everything-cc/energy-procurement/SKILL.md,"> Codified expertise for electricity and gas procurement, tariff optimization, demand charge management, renewable PPA evaluation, and multi-facility energy cost management. Informed by energy procurement managers with 15+ years experience at large commercial and industrial consumers. Includes marke"
enterprise-agent-ops,everything-cc,,everything-cc/enterprise-agent-ops,everything-cc/enterprise-agent-ops/SKILL.md,"Operate long-lived agent workloads with observability, security boundaries, and lifecycle management."
eval-harness,everything-cc,,everything-cc/eval-harness,everything-cc/eval-harness/SKILL.md,Formal evaluation framework for Claude Code sessions implementing eval-driven development (EDD) principles
evm-token-decimals,everything-cc,,everything-cc/evm-token-decimals,everything-cc/evm-token-decimals/SKILL.md,"Prevent silent decimal mismatch bugs across EVM chains. Covers runtime decimal lookup, chain-aware caching, bridged-token precision drift, and safe normalization for bots, dashboards, and DeFi tools."
exa-search,everything-cc,,everything-cc/exa-search,everything-cc/exa-search/SKILL.md,"Neural search via Exa MCP for web, code, and company research. Use when the user needs web search, code examples, company intel, people lookup, or AI-powered deep research with Exa's neural search engine."
fal-ai-media,everything-cc,,everything-cc/fal-ai-media,everything-cc/fal-ai-media/SKILL.md,"Unified media generation via fal.ai MCP — image, video, and audio. Covers text-to-image (Nano Banana), text/image-to-video (Seedance, Kling, Veo 3), text-to-speech (CSM-1B), and video-to-audio (ThinkSound). Use when the user wants to generate images, videos, or audio with AI."
finance-billing-ops,everything-cc,,everything-cc/finance-billing-ops,everything-cc/finance-billing-ops/SKILL.md,"Evidence-first revenue, pricing, refunds, team-billing, and billing-model truth workflow for ECC. Use when the user wants a sales snapshot, pricing comparison, duplicate-charge diagnosis, or code-backed billing reality instead of generic payments advice."
flutter-dart-code-review,everything-cc,,everything-cc/flutter-dart-code-review,everything-cc/flutter-dart-code-review/SKILL.md,"Library-agnostic Flutter/Dart code review checklist covering widget best practices, state management patterns (BLoC, Riverpod, Provider, GetX, MobX, Signals), Dart idioms, performance, accessibility, security, and clean architecture."
foundation-models-on-device,everything-cc,,everything-cc/foundation-models-on-device,everything-cc/foundation-models-on-device/SKILL.md,"Apple FoundationModels framework for on-device LLM — text generation, guided generation with @Generable, tool calling, and snapshot streaming in iOS 26+."
frontend-design,everything-cc,,everything-cc/frontend-design,everything-cc/frontend-design/SKILL.md,"Create distinctive, production-grade frontend interfaces with high design quality. Use when the user asks to build web components, pages, or applications and the visual direction matters as much as the code quality."
frontend-patterns,everything-cc,,everything-cc/frontend-patterns,everything-cc/frontend-patterns/SKILL.md,"Frontend development patterns for React, Next.js, state management, performance optimization, and UI best practices."
frontend-slides,everything-cc,,everything-cc/frontend-slides,everything-cc/frontend-slides/SKILL.md,"Create stunning, animation-rich HTML presentations from scratch or by converting PowerPoint files. Use when the user wants to build a presentation, convert a PPT/PPTX to web, or create slides for a talk/pitch. Helps non-designers discover their aesthetic through visual exploration rather than abstra"
gan-style-harness,everything-cc,,everything-cc/gan-style-harness,everything-cc/gan-style-harness/SKILL.md,GAN-inspired Generator-Evaluator agent harness for building high-quality applications autonomously. Based on Anthropic's March 2026 harness design paper.
gateguard,everything-cc,,everything-cc/gateguard,everything-cc/gateguard/SKILL.md,"Fact-forcing gate that blocks Edit/Write/Bash (including MultiEdit) and demands concrete investigation (importers, data schemas, user instruction) before allowing the action. Measurably improves output quality by +2.25 points vs ungated agents."
git-workflow,everything-cc,,everything-cc/git-workflow,everything-cc/git-workflow/SKILL.md,"Git workflow patterns including branching strategies, commit conventions, merge vs rebase, conflict resolution, and collaborative development best practices for teams of all sizes."
github-ops,everything-cc,,everything-cc/github-ops,everything-cc/github-ops/SKILL.md,"GitHub repository operations, automation, and management. Issue triage, PR management, CI/CD operations, release management, and security monitoring using the gh CLI. Use when the user wants to manage GitHub issues, PRs, CI status, releases, contributors, stale items, or any GitHub operational task "
golang-patterns,everything-cc,,everything-cc/golang-patterns,everything-cc/golang-patterns/SKILL.md,"Idiomatic Go patterns, best practices, and conventions for building robust, efficient, and maintainable Go applications."
golang-testing,everything-cc,,everything-cc/golang-testing,everything-cc/golang-testing/SKILL.md,"Go testing patterns including table-driven tests, subtests, benchmarks, fuzzing, and test coverage. Follows TDD methodology with idiomatic Go practices."
google-workspace-ops,everything-cc,,everything-cc/google-workspace-ops,everything-cc/google-workspace-ops/SKILL.md,"Operate across Google Drive, Docs, Sheets, and Slides as one workflow surface for plans, trackers, decks, and shared documents. Use when the user needs to find, summarize, edit, migrate, or clean up Google Workspace assets without dropping to raw tool calls."
healthcare-cdss-patterns,everything-cc,,everything-cc/healthcare-cdss-patterns,everything-cc/healthcare-cdss-patterns/SKILL.md,"Clinical Decision Support System (CDSS) development patterns. Drug interaction checking, dose validation, clinical scoring (NEWS2, qSOFA), alert severity classification, and integration into EMR workflows."
healthcare-emr-patterns,everything-cc,,everything-cc/healthcare-emr-patterns,everything-cc/healthcare-emr-patterns/SKILL.md,"EMR/EHR development patterns for healthcare applications. Clinical safety, encounter workflows, prescription generation, clinical decision support integration, and accessibility-first UI for medical data entry."
healthcare-eval-harness,everything-cc,,everything-cc/healthcare-eval-harness,everything-cc/healthcare-eval-harness/SKILL.md,"Patient safety evaluation harness for healthcare application deployments. Automated test suites for CDSS accuracy, PHI exposure, clinical workflow integrity, and integration compliance. Blocks deployments on safety failures."
healthcare-phi-compliance,everything-cc,,everything-cc/healthcare-phi-compliance,everything-cc/healthcare-phi-compliance/SKILL.md,"Protected Health Information (PHI) and Personally Identifiable Information (PII) compliance patterns for healthcare applications. Covers data classification, access control, audit trails, encryption, and common leak vectors."
hexagonal-architecture,everything-cc,,everything-cc/hexagonal-architecture,everything-cc/hexagonal-architecture/SKILL.md,"Design, implement, and refactor Ports & Adapters systems with clear domain boundaries, dependency inversion, and testable use-case orchestration across TypeScript, Java, Kotlin, and Go services."
hipaa-compliance,everything-cc,,everything-cc/hipaa-compliance,everything-cc/hipaa-compliance/SKILL.md,"HIPAA-specific entrypoint for healthcare privacy and security work. Use when a task is explicitly framed around HIPAA, PHI handling, covered entities, BAAs, breach posture, or US healthcare compliance requirements."
hookify-rules,everything-cc,,everything-cc/hookify-rules,everything-cc/hookify-rules/SKILL.md,"This skill should be used when the user asks to create a hookify rule, write a hook rule, configure hookify, add a hookify rule, or needs guidance on hookify rule syntax and patterns."
inventory-demand-planning,everything-cc,,everything-cc/inventory-demand-planning,everything-cc/inventory-demand-planning/SKILL.md,"> Codified expertise for demand forecasting, safety stock optimization, replenishment planning, and promotional lift estimation at multi-location retailers. Informed by demand planners with 15+ years experience managing hundreds of SKUs. Includes forecasting method selection, ABC/XYZ analysis, seaso"
investor-materials,everything-cc,,everything-cc/investor-materials,everything-cc/investor-materials/SKILL.md,"Create and update pitch decks, one-pagers, investor memos, accelerator applications, financial models, and fundraising materials. Use when the user needs investor-facing documents, projections, use-of-funds tables, milestone plans, or materials that must stay internally consistent across multiple fu"
investor-outreach,everything-cc,,everything-cc/investor-outreach,everything-cc/investor-outreach/SKILL.md,"Draft cold emails, warm intro blurbs, follow-ups, update emails, and investor communications for fundraising. Use when the user wants outreach to angels, VCs, strategic investors, or accelerators and needs concise, personalized, investor-facing messaging."
iterative-retrieval,everything-cc,,everything-cc/iterative-retrieval,everything-cc/iterative-retrieval/SKILL.md,Pattern for progressively refining context retrieval to solve the subagent context problem
java-coding-standards,everything-cc,,everything-cc/java-coding-standards,everything-cc/java-coding-standards/SKILL.md,"Java coding standards for Spring Boot services: naming, immutability, Optional usage, streams, exceptions, generics, and project layout."
jira-integration,everything-cc,,everything-cc/jira-integration,everything-cc/jira-integration/SKILL.md,"Use this skill when retrieving Jira tickets, analyzing requirements, updating ticket status, adding comments, or transitioning issues. Provides Jira API patterns via MCP or direct REST calls."
jpa-patterns,everything-cc,,everything-cc/jpa-patterns,everything-cc/jpa-patterns/SKILL.md,"JPA/Hibernate patterns for entity design, relationships, query optimization, transactions, auditing, indexing, pagination, and pooling in Spring Boot."
knowledge-ops,everything-cc,,everything-cc/knowledge-ops,everything-cc/knowledge-ops/SKILL.md,"Knowledge base management, ingestion, sync, and retrieval across multiple storage layers (local files, MCP memory, vector stores, Git repos). Use when the user wants to save, organize, sync, deduplicate, or search across their knowledge systems."
kotlin-coroutines-flows,everything-cc,,everything-cc/kotlin-coroutines-flows,everything-cc/kotlin-coroutines-flows/SKILL.md,"Kotlin Coroutines and Flow patterns for Android and KMP — structured concurrency, Flow operators, StateFlow, error handling, and testing."
kotlin-exposed-patterns,everything-cc,,everything-cc/kotlin-exposed-patterns,everything-cc/kotlin-exposed-patterns/SKILL.md,"JetBrains Exposed ORM patterns including DSL queries, DAO pattern, transactions, HikariCP connection pooling, Flyway migrations, and repository pattern."
kotlin-ktor-patterns,everything-cc,,everything-cc/kotlin-ktor-patterns,everything-cc/kotlin-ktor-patterns/SKILL.md,"Ktor server patterns including routing DSL, plugins, authentication, Koin DI, kotlinx.serialization, WebSockets, and testApplication testing."
kotlin-patterns,everything-cc,,everything-cc/kotlin-patterns,everything-cc/kotlin-patterns/SKILL.md,"Idiomatic Kotlin patterns, best practices, and conventions for building robust, efficient, and maintainable Kotlin applications with coroutines, null safety, and DSL builders."
kotlin-testing,everything-cc,,everything-cc/kotlin-testing,everything-cc/kotlin-testing/SKILL.md,"Kotlin testing patterns with Kotest, MockK, coroutine testing, property-based testing, and Kover coverage. Follows TDD methodology with idiomatic Kotlin practices."
laravel-patterns,everything-cc,,everything-cc/laravel-patterns,everything-cc/laravel-patterns/SKILL.md,"Laravel architecture patterns, routing/controllers, Eloquent ORM, service layers, queues, events, caching, and API resources for production apps."
laravel-plugin-discovery,everything-cc,,everything-cc/laravel-plugin-discovery,everything-cc/laravel-plugin-discovery/SKILL.md,"Discover and evaluate Laravel packages via LaraPlugins.io MCP. Use when the user wants to find plugins, check package health, or assess Laravel/PHP compatibility."
laravel-security,everything-cc,,everything-cc/laravel-security,everything-cc/laravel-security/SKILL.md,"Laravel security best practices for authn/authz, validation, CSRF, mass assignment, file uploads, secrets, rate limiting, and secure deployment."
laravel-tdd,everything-cc,,everything-cc/laravel-tdd,everything-cc/laravel-tdd/SKILL.md,"Test-driven development for Laravel with PHPUnit and Pest, factories, database testing, fakes, and coverage targets."
laravel-verification,everything-cc,,everything-cc/laravel-verification,everything-cc/laravel-verification/SKILL.md,"Verification loop for Laravel projects: env checks, linting, static analysis, tests with coverage, security scans, and deployment readiness."
lead-intelligence,everything-cc,,everything-cc/lead-intelligence,everything-cc/lead-intelligence/SKILL.md,"AI-native lead intelligence and outreach pipeline. Replaces Apollo, Clay, and ZoomInfo with agent-powered signal scoring, mutual ranking, warm path discovery, source-derived voice modeling, and channel-specific outreach across email, LinkedIn, and X. Use when the user wants to find, qualify, and rea"
liquid-glass-design,everything-cc,,everything-cc/liquid-glass-design,everything-cc/liquid-glass-design/SKILL.md,"iOS 26 Liquid Glass design system — dynamic glass material with blur, reflection, and interactive morphing for SwiftUI, UIKit, and WidgetKit."
llm-trading-agent-security,everything-cc,,everything-cc/llm-trading-agent-security,everything-cc/llm-trading-agent-security/SKILL.md,"Security patterns for autonomous trading agents with wallet or transaction authority. Covers prompt injection, spend limits, pre-send simulation, circuit breakers, MEV protection, and key handling."
logistics-exception-management,everything-cc,,everything-cc/logistics-exception-management,everything-cc/logistics-exception-management/SKILL.md,"> Codified expertise for handling freight exceptions, shipment delays, damages, losses, and carrier disputes. Informed by logistics professionals with 15+ years operational experience. Includes escalation protocols, carrier-specific behaviors, claims procedures, and judgment frameworks. Use when han"
manim-video,everything-cc,,everything-cc/manim-video,everything-cc/manim-video/SKILL.md,"Build reusable Manim explainers for technical concepts, graphs, system diagrams, and product walkthroughs, then hand off to the wider ECC video stack if needed. Use when the user wants a clean animated explainer rather than a generic talking-head script."
market-research,everything-cc,,everything-cc/market-research,everything-cc/market-research/SKILL.md,"Conduct market research, competitive analysis, investor due diligence, and industry intelligence with source attribution and decision-oriented summaries. Use when the user wants market sizing, competitor comparisons, fund research, technology scans, or research that informs business decisions."
mcp-server-patterns,everything-cc,,everything-cc/mcp-server-patterns,everything-cc/mcp-server-patterns/SKILL.md,"Build MCP servers with Node/TypeScript SDK — tools, resources, prompts, Zod validation, stdio vs Streamable HTTP. Use Context7 or official MCP docs for latest API."
messages-ops,everything-cc,,everything-cc/messages-ops,everything-cc/messages-ops/SKILL.md,"Evidence-first live messaging workflow for ECC. Use when the user wants to read texts or DMs, recover a recent one-time code, inspect a thread before replying, or prove which message source was actually checked."
nanoclaw-repl,everything-cc,,everything-cc/nanoclaw-repl,everything-cc/nanoclaw-repl/SKILL.md,"Operate and extend NanoClaw v2, ECC's zero-dependency session-aware REPL built on claude -p."
nestjs-patterns,everything-cc,,everything-cc/nestjs-patterns,everything-cc/nestjs-patterns/SKILL.md,"NestJS architecture patterns for modules, controllers, providers, DTO validation, guards, interceptors, config, and production-grade TypeScript backends."
nextjs-turbopack,everything-cc,,everything-cc/nextjs-turbopack,everything-cc/nextjs-turbopack/SKILL.md,"Next.js 16+ and Turbopack — incremental bundling, FS caching, dev speed, and when to use Turbopack vs webpack."
nodejs-keccak256,everything-cc,,everything-cc/nodejs-keccak256,everything-cc/nodejs-keccak256/SKILL.md,"Prevent Ethereum hashing bugs in JavaScript and TypeScript. Node's sha3-256 is NIST SHA3, not Ethereum Keccak-256, and silently breaks selectors, signatures, storage slots, and address derivation."
nutrient-document-processing,everything-cc,,everything-cc/nutrient-document-processing,everything-cc/nutrient-document-processing/SKILL.md,"Process, convert, OCR, extract, redact, sign, and fill documents using the Nutrient DWS API. Works with PDFs, DOCX, XLSX, PPTX, HTML, and images."
nuxt4-patterns,everything-cc,,everything-cc/nuxt4-patterns,everything-cc/nuxt4-patterns/SKILL.md,"Nuxt 4 app patterns for hydration safety, performance, route rules, lazy loading, and SSR-safe data fetching with useFetch and useAsyncData."
openclaw-persona-forge,everything-cc,,everything-cc/openclaw-persona-forge,everything-cc/openclaw-persona-forge/SKILL.md,|- 为 OpenClaw AI Agent 锻造完整的龙虾灵魂方案。根据用户偏好或随机抽卡， 输出身份定位、灵魂描述(SOUL.md)、角色化底线规则、名字和头像生图提示词。 如当前环境提供已审核的生图 skill，可自动生成统一风格头像图片。 当用户需要创建、设计或定制 OpenClaw 龙虾灵魂时使用。 不适用于：微调已有 SOUL.md、非 OpenClaw 平台的角色设计、纯工具型无性格 Agent。 触发词：龙虾灵魂、虾魂、OpenClaw 灵魂、养虾灵魂、龙虾角色、龙虾定位、 龙虾剧本杀角色、龙虾游戏角色、龙虾 NPC、龙虾性格、龙虾背景故事、 lobster soul、lobs
opensource-pipeline,everything-cc,,everything-cc/opensource-pipeline,everything-cc/opensource-pipeline/SKILL.md,"Open-source pipeline: fork, sanitize, and package private projects for safe public release. Chains 3 agents (forker, sanitizer, packager). Triggers: '/opensource', 'open source this', 'make this public', 'prepare for open source'."
perl-patterns,everything-cc,,everything-cc/perl-patterns,everything-cc/perl-patterns/SKILL.md,"Modern Perl 5.36+ idioms, best practices, and conventions for building robust, maintainable Perl applications."
perl-security,everything-cc,,everything-cc/perl-security,everything-cc/perl-security/SKILL.md,"Comprehensive Perl security covering taint mode, input validation, safe process execution, DBI parameterized queries, web security (XSS/SQLi/CSRF), and perlcritic security policies."
perl-testing,everything-cc,,everything-cc/perl-testing,everything-cc/perl-testing/SKILL.md,"Perl testing patterns using Test2::V0, Test::More, prove runner, mocking, coverage with Devel::Cover, and TDD methodology."
plankton-code-quality,everything-cc,,everything-cc/plankton-code-quality,everything-cc/plankton-code-quality/SKILL.md,"Write-time code quality enforcement using Plankton — auto-formatting, linting, and Claude-powered fixes on every file edit via hooks."
postgres-patterns,everything-cc,,everything-cc/postgres-patterns,everything-cc/postgres-patterns/SKILL.md,"PostgreSQL database patterns for query optimization, schema design, indexing, and security. Based on Supabase best practices."
product-capability,everything-cc,,everything-cc/product-capability,everything-cc/product-capability/SKILL.md,"Translate PRD intent, roadmap asks, or product discussions into an implementation-ready capability plan that exposes constraints, invariants, interfaces, and unresolved decisions before multi-service work starts. Use when the user needs an ECC-native PRD-to-SRS lane instead of vague planning prose."
product-lens,everything-cc,,everything-cc/product-lens,everything-cc/product-lens/SKILL.md,"Use this skill to validate the ""why"" before building, run product diagnostics, and pressure-test product direction before the request becomes an implementation contract."
production-scheduling,everything-cc,,everything-cc/production-scheduling,everything-cc/production-scheduling/SKILL.md,"> Codified expertise for production scheduling, job sequencing, line balancing, changeover optimization, and bottleneck resolution in discrete and batch manufacturing. Informed by production schedulers with 15+ years experience. Includes TOC/drum-buffer-rope, SMED, OEE analysis, disruption response "
project-flow-ops,everything-cc,,everything-cc/project-flow-ops,everything-cc/project-flow-ops/SKILL.md,"Operate execution flow across GitHub and Linear by triaging issues and pull requests, linking active work, and keeping GitHub public-facing while Linear remains the internal execution layer. Use when the user wants backlog control, PR triage, or GitHub-to-Linear coordination."
prompt-optimizer,everything-cc,,everything-cc/prompt-optimizer,everything-cc/prompt-optimizer/SKILL.md,">- Analyze raw prompts, identify intent and gaps, match ECC components (skills/commands/agents/hooks), and output a ready-to-paste optimized prompt. Advisory role only — never executes the task itself. TRIGGER when: user says ""optimize prompt"", ""improve my prompt"", ""how to write a prompt for"", ""help"
python-patterns,everything-cc,,everything-cc/python-patterns,everything-cc/python-patterns/SKILL.md,"Pythonic idioms, PEP 8 standards, type hints, and best practices for building robust, efficient, and maintainable Python applications."
python-testing,everything-cc,,everything-cc/python-testing,everything-cc/python-testing/SKILL.md,"Python testing strategies using pytest, TDD methodology, fixtures, mocking, parametrization, and coverage requirements."
pytorch-patterns,everything-cc,,everything-cc/pytorch-patterns,everything-cc/pytorch-patterns/SKILL.md,"PyTorch deep learning patterns and best practices for building robust, efficient, and reproducible training pipelines, model architectures, and data loading."
quality-nonconformance,everything-cc,,everything-cc/quality-nonconformance,everything-cc/quality-nonconformance/SKILL.md,"> Codified expertise for quality control, non-conformance investigation, root cause analysis, corrective action, and supplier quality management in regulated manufacturing. Informed by quality engineers with 15+ years experience across FDA, IATF 16949, and AS9100 environments. Includes NCR lifecycle"
ralphinho-rfc-pipeline,everything-cc,,everything-cc/ralphinho-rfc-pipeline,everything-cc/ralphinho-rfc-pipeline/SKILL.md,"RFC-driven multi-agent DAG execution pattern with quality gates, merge queues, and work unit orchestration."
regex-vs-llm-structured-text,everything-cc,,everything-cc/regex-vs-llm-structured-text,everything-cc/regex-vs-llm-structured-text/SKILL.md,"Decision framework for choosing between regex and LLM when parsing structured text — start with regex, add LLM only for low-confidence edge cases."
remotion-video-creation,everything-cc,,everything-cc/remotion-video-creation,everything-cc/remotion-video-creation/SKILL.md,"Best practices for Remotion - Video creation in React. 29 domain-specific rules covering 3D, animations, audio, captions, charts, transitions, and more."
repo-scan,everything-cc,,everything-cc/repo-scan,everything-cc/repo-scan/SKILL.md,"Cross-stack source code asset audit — classifies every file, detects embedded third-party libraries, and delivers actionable four-level verdicts per module with interactive HTML reports."
research-ops,everything-cc,,everything-cc/research-ops,everything-cc/research-ops/SKILL.md,"Evidence-first current-state research workflow for ECC. Use when the user wants fresh facts, comparisons, enrichment, or a recommendation built from current public evidence and any supplied local context."
returns-reverse-logistics,everything-cc,,everything-cc/returns-reverse-logistics,everything-cc/returns-reverse-logistics/SKILL.md,"> Codified expertise for returns authorization, receipt and inspection, disposition decisions, refund processing, fraud detection, and warranty claims management. Informed by returns operations managers with 15+ years experience. Includes grading frameworks, disposition economics, fraud pattern reco"
rules-distill,everything-cc,,everything-cc/rules-distill,everything-cc/rules-distill/SKILL.md,"Scan skills to extract cross-cutting principles and distill them into rules — append, revise, or create new rule files"
